,0,1,2,3
47,"(('gender - Male', 'age - [60-70)', 'metformin - Steady'), ('readmitted - NO',))",0.641577060932,0.0215801318116,1.10752713037
48,"(('glyburide - Steady', 'age - [50-60)'), ('readmitted - NO',))",0.677419354839,0.0143465680759,1.16940015441
49,"(('metformin - Steady', 'age - [50-60)', 'race - Caucasian', 'gender - Female'), ('readmitted - NO',))",0.600393700787,0.0122568718855,1.03643405136
50,"(('gender - Male', 'glyburide - Steady'), ('readmitted - NO',))",0.619661016949,0.0367304291914,1.0696943979
51,"(('metformin - Steady', 'race - Caucasian'), ('readmitted - NO',))",0.60296265387,0.116138884424,1.04086872556
52,"(('age - [60-70)', 'glyburide - Steady'), ('readmitted - NO',))",0.605451936872,0.0169586883138,1.04516586869
53,"(('gender - Male', 'metformin - Steady', 'glyburide - Steady'), ('readmitted - NO',))",0.661101836394,0.0159138402186,1.14123191792
54,"(('glipizide - Steady', 'race - AfricanAmerican'), ('readmitted - NO',))",0.626591230552,0.0178026040829,1.08165773021
55,"(('insulin - Steady', 'age - [50-60)', 'race - Caucasian'), ('readmitted - NO',))",0.606245239909,0.031988426298,1.0465353139
56,"(('gender - Male', 'insulin - Steady'), ('readmitted - NO',))",0.611663353214,0.111276322135,1.05588837193
57,"(('metformin - Steady', 'age - [30-40)'), ('readmitted - NO',))",0.727528089888,0.0104082944864,1.25590072763
58,"(('gender - Male', 'metformin - Steady', 'insulin - Steady'), ('readmitted - NO',))",0.664670658683,0.0267641858222,1.1473926237
59,"(('gender - Male', 'metformin - Steady', 'race - Caucasian'), ('readmitted - NO',))",0.623807548735,0.0604404436586,1.07685237896
60,"(('gender - Male', 'metformin - Steady'), ('readmitted - NO',))",0.64312267658,0.0834271017521,1.11019526077
61,"(('metformin - Steady', 'age - [50-60)'), ('readmitted - NO',))",0.649458253665,0.0409500080373,1.12113209741
62,"(('glipizide - Steady', 'age - [50-60)'), ('readmitted - NO',))",0.602684563758,0.0180437228741,1.04038867045
63,"(('metformin - Steady', 'age - [60-70)', 'insulin - Steady', 'race - Caucasian'), ('readmitted - NO',))",0.63476070529,0.01012698923,1.0957603462
64,"(('gender - Male', 'glimepiride - Steady'), ('readmitted - NO',))",0.602184087363,0.0155119755666,1.03952471939
65,"(('gender - Male', 'insulin - Steady', 'age - [50-60)', 'race - Caucasian'), ('readmitted - NO',))",0.636500754148,0.0169586883138,1.09876411836
66,"(('metformin - Steady', 'insulin - Steady', 'age - [50-60)'), ('readmitted - NO',))",0.683991683992,0.0132213470503,1.18074568605
67,"(('age - [60-70)', 'pioglitazone - Steady'), ('readmitted - NO',))",0.609797297297,0.0145073139367,1.05266707915
68,"(('gender - Male', 'metformin - Steady', 'insulin - Steady', 'race - Caucasian'), ('readmitted - NO',))",0.629526462396,0.0181642822697,1.08672469582
69,"(('gender - Male', 'insulin - Steady', 'age - [40-50)'), ('readmitted - NO',))",0.634408602151,0.016597010127,1.09515252556
