,Confidence,Support,Lift
"('age - [30-40)', 'glyburide - Steady', 'race - Caucasian')=>('readmitted - NO',)",0.761904761905,0.00128596688635,1.31524371108
"('age - [30-40)', 'insulin - Down')=>('readmitted - NO',)",0.626297577855,0.00727375020093,1.08115081008
"('age - [30-40)', 'insulin - Steady')=>('readmitted - NO',)",0.629294755877,0.0139848898891,1.08632471073
"('age - [30-40)', 'insulin - Steady', 'gender - Female')=>('readmitted - NO',)",0.624183006536,0.00767561485292,1.07750051576
"('age - [30-40)', 'insulin - Steady', 'gender - Female', 'race - AfricanAmerican')=>('readmitted - NO',)",0.607843137255,0.00249156084231,1.04929369597
"('age - [30-40)', 'insulin - Steady', 'gender - Female', 'race - Caucasian')=>('readmitted - NO',)",0.602339181287,0.00413920591545,1.03979245141
"('age - [30-40)', 'insulin - Steady', 'glipizide - Steady')=>('readmitted - NO',)",0.651162790698,0.00112522102556,1.12407456703
"('age - [30-40)', 'insulin - Steady', 'race - AfricanAmerican')=>('readmitted - NO',)",0.615384615385,0.00417939238065,1.06231222818
"('age - [30-40)', 'insulin - Steady', 'race - Caucasian')=>('readmitted - NO',)",0.605095541401,0.00763542838772,1.04455063838
"('age - [30-40)', 'insulin - Steady', 'race - Hispanic')=>('readmitted - NO',)",0.777777777778,0.00112522102556,1.34264462173
"('age - [30-40)', 'insulin - Up')=>('readmitted - NO',)",0.63122923588,0.00763542838772,1.0896641211
"('age - [30-40)', 'insulin - Up', 'gender - Female')=>('readmitted - NO',)",0.616883116883,0.00381771419386,1.06489902744
"('age - [30-40)', 'insulin - Up', 'gender - Female', 'race - AfricanAmerican')=>('readmitted - NO',)",0.636363636364,0.00140652628195,1.09852741778
"('age - [30-40)', 'insulin - Up', 'gender - Female', 'race - Caucasian')=>('readmitted - NO',)",0.6375,0.00204950972512,1.10048907388
"('age - [30-40)', 'insulin - Up', 'race - AfricanAmerican')=>('readmitted - NO',)",0.627450980392,0.00257193377271,1.08314187971
"('age - [30-40)', 'insulin - Up', 'race - Caucasian')=>('readmitted - NO',)",0.636363636364,0.00421957884584,1.09852741778
"('age - [30-40)', 'metformin - Up')=>('readmitted - NO',)",0.764705882353,0.00104484809516,1.3200791659
"('age - [30-40)', 'pioglitazone - Steady')=>('readmitted - NO',)",0.597014925373,0.00160745860794,1.0306014154
"('age - [30-40)', 'pioglitazone - Steady', 'race - Caucasian')=>('readmitted - NO',)",0.590909090909,0.00104484809516,1.02006117365
"('age - [30-40)', 'race - AfricanAmerican', 'insulin - Down')=>('readmitted - NO',)",0.653846153846,0.0027326796335,1.12870674244
"('age - [30-40)', 'race - Caucasian', 'insulin - Down')=>('readmitted - NO',)",0.59375,0.00381771419386,1.02496531391
"('age - [30-40)', 'race - Caucasian', 'rosiglitazone - Steady')=>('readmitted - NO',)",0.609756097561,0.00100466162996,1.0525959578
"('age - [30-40)', 'rosiglitazone - Steady')=>('readmitted - NO',)",0.658227848101,0.00208969619032,1.13627067445
"('age - [40-50)', 'insulin - Down')=>('readmitted - NO',)",0.59133126935,0.0153512297058,1.0207899623
"('age - [40-50)', 'race - AfricanAmerican', 'insulin - Down')=>('readmitted - NO',)",0.631868131868,0.00462144349783,1.09076702001
"('age - [50-60)', 'glipizide - Up')=>('readmitted - NO',)",0.608695652174,0.00112522102556,1.05076535614
"('age - [50-60)', 'glyburide - Up')=>('readmitted - NO',)",0.583333333333,0.00112522102556,1.0069834663
"('age - [60-70)', 'gender - Female', 'metformin - Up')=>('readmitted - NO',)",0.627450980392,0.00128596688635,1.08314187971
"('age - [60-70)', 'gender - Female', 'race - Caucasian', 'rosiglitazone - Steady')=>('readmitted - NO',)",0.621951219512,0.00409901945025,1.07364787696
"('age - [60-70)', 'gender - Female', 'rosiglitazone - Steady')=>('readmitted - NO',)",0.589958158996,0.00566629159299,1.01841962043
"('age - [60-70)', 'glipizide - Steady', 'gender - Female')=>('readmitted - NO',)",0.592039800995,0.00956437871725,1.02201307027
"('age - [60-70)', 'glipizide - Steady', 'gender - Female', 'insulin - Down')=>('readmitted - NO',)",0.641025641026,0.00100466162996,1.10657523769
"('age - [60-70)', 'glipizide - Steady', 'gender - Female', 'race - AfricanAmerican')=>('readmitted - NO',)",0.694117647059,0.00237100144671,1.19822570443
"('age - [60-70)', 'glipizide - Steady', 'insulin - Down')=>('readmitted - NO',)",0.586666666667,0.00176820446873,1.01273765753
"('age - [60-70)', 'glipizide - Steady', 'race - AfricanAmerican')=>('readmitted - NO',)",0.660377358491,0.00421957884584,1.1399812826
"('age - [60-70)', 'glipizide - Steady', 'rosiglitazone - Steady')=>('readmitted - NO',)",0.59756097561,0.00196913679473,1.03154403865
"('age - [60-70)', 'glyburide - Steady')=>('readmitted - NO',)",0.605451936872,0.0169586883138,1.04516586869
"('age - [60-70)', 'glyburide - Steady', 'gender - Female')=>('readmitted - NO',)",0.6,0.0081980389005,1.03575442248
"('age - [60-70)', 'glyburide - Steady', 'gender - Female', 'race - AfricanAmerican')=>('readmitted - NO',)",0.647058823529,0.00176820446873,1.11699006346
"('age - [60-70)', 'glyburide - Steady', 'insulin - Steady')=>('readmitted - NO',)",0.6,0.00470181642823,1.03575442248
"('age - [60-70)', 'glyburide - Steady', 'insulin - Steady', 'race - AfricanAmerican')=>('readmitted - NO',)",0.848484848485,0.00112522102556,1.4647032237
"('age - [60-70)', 'glyburide - Steady', 'pioglitazone - Steady')=>('readmitted - NO',)",0.646153846154,0.00168783153834,1.11542783959
"('age - [60-70)', 'glyburide - Steady', 'race - AfricanAmerican')=>('readmitted - NO',)",0.652542372881,0.00309435782029,1.12645608094
"('age - [60-70)', 'glyburide - Steady', 'race - Caucasian', 'rosiglitazone - Steady')=>('readmitted - NO',)",0.618181818182,0.00136633981675,1.06714092013
"('age - [60-70)', 'glyburide - Steady', 'rosiglitazone - Steady')=>('readmitted - NO',)",0.632352941176,0.00172801800354,1.09160392565
"('age - [60-70)', 'glyburide-metformin - Steady')=>('readmitted - NO',)",0.637931034483,0.00148689921235,1.10123315033
"('age - [60-70)', 'glyburide-metformin - Steady', 'race - Caucasian')=>('readmitted - NO',)",0.6,0.00108503456036,1.03575442248
"('age - [60-70)', 'insulin - Steady')=>('readmitted - NO',)",0.583253588517,0.048987301077,1.00684580622
"('age - [60-70)', 'insulin - Steady', 'gender - Female')=>('readmitted - NO',)",0.584555229717,0.0240315061887,1.00909277393
"('age - [60-70)', 'insulin - Steady', 'gender - Female', 'race - AfricanAmerican')=>('readmitted - NO',)",0.587044534413,0.00582703745379,1.01338995451
"('age - [60-70)', 'insulin - Steady', 'gender - Female', 'race - Unknown')=>('readmitted - NO',)",0.806451612903,0.00100466162996,1.39214304096
"('age - [60-70)', 'insulin - Steady', 'gender - Female', 'rosiglitazone - Steady')=>('readmitted - NO',)",0.634146341463,0.00208969619032,1.09469979611
"('age - [60-70)', 'insulin - Steady', 'glipizide - Steady')=>('readmitted - NO',)",0.585820895522,0.00630927503617,1.01127763886
"('age - [60-70)', 'insulin - Steady', 'glipizide - Steady', 'gender - Female')=>('readmitted - NO',)",0.666666666667,0.00321491721588,1.1508382472
"('age - [60-70)', 'insulin - Steady', 'glipizide - Steady', 'gender - Female', 'race - Caucasian')=>('readmitted - NO',)",0.623376623377,0.00192895032953,1.07610849088
"('age - [60-70)', 'insulin - Steady', 'glipizide - Steady', 'race - AfricanAmerican')=>('readmitted - NO',)",0.616666666667,0.00148689921235,1.06452537866
"('age - [60-70)', 'insulin - Steady', 'race - AfricanAmerican')=>('readmitted - NO',)",0.586206896552,0.0102475486256,1.01194397598
"('age - [60-70)', 'insulin - Steady', 'race - Caucasian', 'rosiglitazone - Steady')=>('readmitted - NO',)",0.625954198473,0.00329529014628,1.08055804889
"('age - [60-70)', 'insulin - Steady', 'race - Hispanic')=>('readmitted - NO',)",0.625,0.00100466162996,1.07891085675
"('age - [60-70)', 'insulin - Steady', 'race - Unknown')=>('readmitted - NO',)",0.76,0.00229062851632,1.3119556018
"('age - [60-70)', 'insulin - Steady', 'rosiglitazone - Steady')=>('readmitted - NO',)",0.587912087912,0.00429995177624,1.01488757514
"('age - [60-70)', 'insulin - Up', 'rosiglitazone - Steady')=>('readmitted - NO',)",0.62,0.00124578042115,1.07027956989
"('age - [60-70)', 'metformin - Down')=>('readmitted - NO',)",0.634920634921,0.00160745860794,1.0960364259
"('age - [60-70)', 'metformin - Down', 'race - Caucasian')=>('readmitted - NO',)",0.611111111111,0.00132615335155,1.05493505993
"('age - [60-70)', 'metformin - Up')=>('readmitted - NO',)",0.619565217391,0.00229062851632,1.06952902321
"('age - [60-70)', 'nateglinide - Steady')=>('readmitted - >30',)",0.54347826087,0.00100466162996,1.65896872467
"('age - [60-70)', 'pioglitazone - Steady')=>('readmitted - NO',)",0.609797297297,0.0145073139367,1.05266707915
"('age - [60-70)', 'pioglitazone - Steady', 'gender - Female')=>('readmitted - NO',)",0.628975265018,0.00715319080534,1.08577318728
"('age - [60-70)', 'pioglitazone - Steady', 'gender - Female', 'race - AfricanAmerican')=>('readmitted - NO',)",0.609375,0.00156727214274,1.05193808533
"('age - [60-70)', 'pioglitazone - Steady', 'gender - Female', 'race - Caucasian')=>('readmitted - NO',)",0.628140703518,0.00502330814982,1.08433251934
"('age - [60-70)', 'pioglitazone - Steady', 'glipizide - Steady')=>('readmitted - NO',)",0.679012345679,0.00221025558592,1.17215006659
"('age - [60-70)', 'pioglitazone - Steady', 'glipizide - Steady', 'race - Caucasian')=>('readmitted - NO',)",0.730158730159,0.00184857739913,1.26044188979
"('age - [60-70)', 'pioglitazone - Steady', 'insulin - Steady')=>('readmitted - NO',)",0.611111111111,0.00442051117184,1.05493505993
"('age - [60-70)', 'pioglitazone - Steady', 'insulin - Steady', 'gender - Female')=>('readmitted - NO',)",0.627906976744,0.00217006912072,1.08392904678
"('age - [60-70)', 'pioglitazone - Steady', 'insulin - Steady', 'race - Caucasian')=>('readmitted - NO',)",0.607407407407,0.00329529014628,1.04854151411
"('age - [60-70)', 'pioglitazone - Steady', 'insulin - Steady', 'race - Caucasian', 'gender - Female')=>('readmitted - NO',)",0.65,0.00156727214274,1.12206729102
"('age - [60-70)', 'pioglitazone - Steady', 'race - Caucasian')=>('readmitted - NO',)",0.605263157895,0.0110914643948,1.04483998759
"('age - [60-70)', 'race - Caucasian', 'glyburide - Up')=>('readmitted - NO',)",0.584905660377,0.00124578042115,1.00969770745
"('age - [60-70)', 'race - Caucasian', 'metformin - Up')=>('readmitted - NO',)",0.59375,0.00152708567754,1.02496531391
"('age - [70-80)', 'gender - Female', 'metformin - Up')=>('readmitted - NO',)",0.675,0.00108503456036,1.16522372529
"('age - [70-80)', 'glipizide - Up', 'race - Caucasian')=>('readmitted - >30',)",0.530612244898,0.00104484809516,1.61969517935
"('age - [70-80)', 'glyburide - Down')=>('readmitted - NO',)",0.590163934426,0.00144671274715,1.01877484178
"('age - [70-80)', 'glyburide - Steady', 'insulin - Steady')=>('readmitted - NO',)",0.591346153846,0.00494293521942,1.02081565677
"('age - [70-80)', 'glyburide - Steady', 'insulin - Steady', 'gender - Female')=>('readmitted - NO',)",0.580357142857,0.0026121202379,1.00184579555
"('age - [70-80)', 'glyburide - Steady', 'insulin - Steady', 'race - Caucasian')=>('readmitted - NO',)",0.584795321637,0.00401864651985,1.00950723438
"('age - [70-80)', 'insulin - Steady', 'gender - Female', 'race - Unknown')=>('readmitted - NO',)",0.734693877551,0.00144671274715,1.2682707214
"('age - [70-80)', 'insulin - Steady', 'glipizide - Steady', 'race - AfricanAmerican')=>('readmitted - NO',)",0.694444444444,0.00100466162996,1.19878984083
"('age - [70-80)', 'insulin - Steady', 'race - Unknown')=>('readmitted - NO',)",0.734939759036,0.00245137437711,1.26869517613
"('age - [70-80)', 'insulin - Up', 'gender - Female', 'race - AfricanAmerican')=>('readmitted - NO',)",0.645161290323,0.00160745860794,1.11371443277
"('age - [70-80)', 'insulin - Up', 'glipizide - Steady', 'race - Caucasian')=>('readmitted - NO',)",0.604651162791,0.00104484809516,1.04378352653
"('age - [70-80)', 'insulin - Up', 'race - AfricanAmerican')=>('readmitted - NO',)",0.585106382979,0.00221025558592,1.01004420632
"('age - [70-80)', 'metformin - Up')=>('readmitted - NO',)",0.662337662338,0.00204950972512,1.14336527157
"('age - [70-80)', 'nateglinide - Steady')=>('readmitted - NO',)",0.6,0.00108503456036,1.03575442248
"('age - [70-80)', 'pioglitazone - Steady', 'gender - Female', 'race - AfricanAmerican')=>('readmitted - NO',)",0.58,0.00116540749076,1.00122927506
"('age - [70-80)', 'pioglitazone - Steady', 'glipizide - Steady', 'gender - Female')=>('readmitted - NO',)",0.666666666667,0.00160745860794,1.1508382472
"('age - [70-80)', 'pioglitazone - Steady', 'glipizide - Steady', 'gender - Female', 'race - Caucasian')=>('readmitted - NO',)",0.666666666667,0.00120559395596,1.1508382472
"('age - [70-80)', 'pioglitazone - Steady', 'insulin - Steady')=>('readmitted - NO',)",0.644970414201,0.00438032470664,1.11338493146
"('age - [70-80)', 'pioglitazone - Steady', 'insulin - Steady', 'gender - Female')=>('readmitted - NO',)",0.68085106383,0.00257193377271,1.17532416735
"('age - [70-80)', 'pioglitazone - Steady', 'insulin - Steady', 'race - Caucasian')=>('readmitted - NO',)",0.613445378151,0.00293361195949,1.05896460561
"('age - [70-80)', 'pioglitazone - Steady', 'insulin - Steady', 'race - Caucasian', 'gender - Female')=>('readmitted - NO',)",0.65,0.00156727214274,1.12206729102
"('age - [70-80)', 'race - Caucasian', 'metformin - Up')=>('readmitted - NO',)",0.703125,0.00180839093393,1.21377471384
"('age - [80-90)', 'glyburide - Up')=>('readmitted - NO',)",0.595744680851,0.00112522102556,1.02840864643
"('age - [90-100)', 'glipizide - Steady')=>('readmitted - NO',)",0.661764705882,0.00180839093393,1.14237620126
"('age - [90-100)', 'glipizide - Steady', 'gender - Female')=>('readmitted - NO',)",0.659090909091,0.00116540749076,1.13776053984
"('age - [90-100)', 'glipizide - Steady', 'race - Caucasian')=>('readmitted - NO',)",0.627118644068,0.00148689921235,1.08256818168
"('age - [90-100)', 'glyburide - Steady')=>('readmitted - NO',)",0.607142857143,0.00136633981675,1.04808483227
"('age - [90-100)', 'glyburide - Steady', 'race - Caucasian')=>('readmitted - NO',)",0.591836734694,0.00116540749076,1.02166252557
"('age - [90-100)', 'insulin - Down')=>('readmitted - NO',)",0.6,0.00120559395596,1.03575442248
"('age - [90-100)', 'insulin - Steady', 'race - Caucasian')=>('readmitted - NO',)",0.606557377049,0.00297379842469,1.04707414294
"('age - [90-100)', 'insulin - Up', 'gender - Female')=>('readmitted - NO',)",0.604651162791,0.00104484809516,1.04378352653
"('age - [90-100)', 'insulin - Up', 'race - Caucasian')=>('readmitted - NO',)",0.622222222222,0.00112522102556,1.07411569738
"('gender - Female', 'age - [10-20)', 'insulin - Down')=>('readmitted - NO',)",0.625,0.00120559395596,1.07891085675
"('gender - Female', 'age - [40-50)', 'race - AfricanAmerican', 'insulin - Down')=>('readmitted - NO',)",0.59,0.00237100144671,1.01849184877
"('gender - Female', 'glimepiride - Up')=>('readmitted - NO',)",0.625,0.00140652628195,1.07891085675
"('gender - Male', 'age - [0-10)', 'insulin - Steady')=>('readmitted - NO',)",0.840909090909,0.00148689921235,1.45162551635
"('gender - Male', 'age - [0-10)', 'insulin - Steady', 'race - Caucasian')=>('readmitted - NO',)",0.857142857143,0.00120559395596,1.47964917497
"('gender - Male', 'age - [20-30)', 'insulin - Down')=>('readmitted - NO',)",0.683544303797,0.00217006912072,1.17997339269
"('gender - Male', 'age - [20-30)', 'insulin - Steady')=>('readmitted - NO',)",0.740384615385,0.00309435782029,1.27809439953
"('gender - Male', 'age - [20-30)', 'insulin - Steady', 'race - Caucasian')=>('readmitted - NO',)",0.734375,0.00188876386433,1.26772025668
"('gender - Male', 'age - [20-30)', 'insulin - Up')=>('readmitted - NO',)",0.702380952381,0.00237100144671,1.21249029615
"('gender - Male', 'age - [20-30)', 'insulin - Up', 'race - Caucasian')=>('readmitted - NO',)",0.7,0.00140652628195,1.20838015956
"('gender - Male', 'age - [20-30)', 'metformin - Steady')=>('readmitted - NO',)",0.717391304348,0.00132615335155,1.23840202687
"('gender - Male', 'age - [20-30)', 'race - Caucasian', 'insulin - Down')=>('readmitted - NO',)",0.695652173913,0.00128596688635,1.20087469273
"('gender - Male', 'age - [30-40)', 'glipizide - Steady')=>('readmitted - NO',)",0.657142857143,0.00184857739913,1.13439770081
"('gender - Male', 'age - [30-40)', 'glyburide - Steady')=>('readmitted - NO',)",0.714285714286,0.00140652628195,1.23304097914
"('gender - Male', 'age - [30-40)', 'insulin - Down')=>('readmitted - NO',)",0.621428571429,0.00349622247227,1.07274565185
"('gender - Male', 'age - [30-40)', 'insulin - Steady')=>('readmitted - NO',)",0.635627530364,0.00630927503617,1.09725670937
"('gender - Male', 'age - [30-40)', 'insulin - Steady', 'metformin - Steady')=>('readmitted - NO',)",0.835820895522,0.00225044205112,1.44284198156
"('gender - Male', 'age - [30-40)', 'insulin - Steady', 'race - AfricanAmerican')=>('readmitted - NO',)",0.626865671642,0.00168783153834,1.08213148617
"('gender - Male', 'age - [30-40)', 'insulin - Steady', 'race - Caucasian')=>('readmitted - NO',)",0.608391608392,0.00349622247227,1.05024049832
"('gender - Male', 'age - [30-40)', 'insulin - Steady', 'race - Caucasian', 'metformin - Steady')=>('readmitted - NO',)",0.838709677419,0.00104484809516,1.4478287626
"('gender - Male', 'age - [30-40)', 'insulin - Up')=>('readmitted - NO',)",0.646258503401,0.00381771419386,1.11560850494
"('gender - Male', 'age - [30-40)', 'insulin - Up', 'race - AfricanAmerican')=>('readmitted - NO',)",0.617021276596,0.00116540749076,1.06513752666
"('gender - Male', 'age - [30-40)', 'insulin - Up', 'race - Caucasian')=>('readmitted - NO',)",0.635294117647,0.00217006912072,1.09668115321
"('gender - Male', 'age - [30-40)', 'metformin - Steady')=>('readmitted - NO',)",0.757062146893,0.0053849863366,1.30688411122
"('gender - Male', 'age - [30-40)', 'race - AfricanAmerican', 'insulin - Down')=>('readmitted - NO',)",0.692307692308,0.00108503456036,1.1951012567
"('gender - Male', 'age - [30-40)', 'race - AfricanAmerican', 'metformin - Steady')=>('readmitted - NO',)",0.746268656716,0.00200932325993,1.28825176925
"('gender - Male', 'age - [30-40)', 'race - Caucasian', 'metformin - Steady')=>('readmitted - NO',)",0.732558139535,0.00253174730751,1.26458388791
"('gender - Male', 'age - [40-50)', 'insulin - Down')=>('readmitted - NO',)",0.627627627628,0.00839897122649,1.08344681831
"('gender - Male', 'age - [40-50)', 'race - AfricanAmerican', 'insulin - Down')=>('readmitted - NO',)",0.682926829268,0.00225044205112,1.17890747274
"('gender - Male', 'age - [40-50)', 'race - Caucasian', 'insulin - Down')=>('readmitted - NO',)",0.60663507109,0.00514386754541,1.04720826285
"('gender - Male', 'age - [50-60)', 'insulin - Down')=>('readmitted - NO',)",0.592682926829,0.00976531104324,1.02312327098
"('gender - Male', 'age - [50-60)', 'race - AfricanAmerican', 'insulin - Down')=>('readmitted - NO',)",0.638554216867,0.00212988265552,1.10230892352
"('gender - Male', 'age - [60-70)', 'glimepiride - Steady')=>('readmitted - NO',)",0.626582278481,0.00397846005465,1.08164227664
"('gender - Male', 'age - [60-70)', 'glimepiride - Steady', 'insulin - Steady')=>('readmitted - NO',)",0.690909090909,0.00152708567754,1.19268691073
"('gender - Male', 'age - [60-70)', 'glimepiride - Steady', 'metformin - Steady')=>('readmitted - NO',)",0.689655172414,0.00160745860794,1.19052232469
"('gender - Male', 'age - [60-70)', 'glimepiride - Steady', 'race - Caucasian')=>('readmitted - NO',)",0.635593220339,0.00301398488989,1.09719748144
"('gender - Male', 'age - [60-70)', 'glipizide - Steady', 'metformin - Steady')=>('readmitted - NO',)",0.647435897436,0.00405883298505,1.11764099007
"('gender - Male', 'age - [60-70)', 'glipizide - Steady', 'race - AfricanAmerican')=>('readmitted - NO',)",0.621621621622,0.00184857739913,1.07307890617
"('gender - Male', 'age - [60-70)', 'glyburide - Steady')=>('readmitted - NO',)",0.610644257703,0.00876064941328,1.05412915079
"('gender - Male', 'age - [60-70)', 'glyburide - Steady', 'insulin - Steady')=>('readmitted - NO',)",0.623762376238,0.00253174730751,1.0767743996
"('gender - Male', 'age - [60-70)', 'glyburide - Steady', 'metformin - Steady')=>('readmitted - NO',)",0.623456790123,0.00405883298505,1.07624687932
"('gender - Male', 'age - [60-70)', 'glyburide - Steady', 'race - AfricanAmerican')=>('readmitted - NO',)",0.66,0.00132615335155,1.13932986472
"('gender - Male', 'age - [60-70)', 'glyburide - Steady', 'race - Caucasian')=>('readmitted - NO',)",0.589285714286,0.00663076675776,1.01725880779
"('gender - Male', 'age - [60-70)', 'glyburide - Steady', 'rosiglitazone - Steady')=>('readmitted - NO',)",0.657894736842,0.00100466162996,1.13569563868
"('gender - Male', 'age - [60-70)', 'insulin - Steady')=>('readmitted - NO',)",0.582005623243,0.0249557948883,1.00469149697
"('gender - Male', 'age - [60-70)', 'insulin - Steady', 'metformin - Steady')=>('readmitted - NO',)",0.648854961832,0.00683169908375,1.12009066044
"('gender - Male', 'age - [60-70)', 'insulin - Steady', 'pioglitazone - Steady')=>('readmitted - NO',)",0.595744680851,0.00225044205112,1.02840864643
"('gender - Male', 'age - [60-70)', 'insulin - Steady', 'race - AfricanAmerican')=>('readmitted - NO',)",0.585106382979,0.00442051117184,1.01004420632
"('gender - Male', 'age - [60-70)', 'insulin - Steady', 'race - Unknown')=>('readmitted - NO',)",0.727272727273,0.00128596688635,1.25545990603
"('gender - Male', 'age - [60-70)', 'insulin - Up', 'metformin - Steady')=>('readmitted - NO',)",0.615384615385,0.00128596688635,1.06231222818
"('gender - Male', 'age - [60-70)', 'insulin - Up', 'race - AfricanAmerican')=>('readmitted - NO',)",0.590163934426,0.00144671274715,1.01877484178
"('gender - Male', 'age - [60-70)', 'metformin - Steady')=>('readmitted - NO',)",0.641577060932,0.0215801318116,1.10752713037
"('gender - Male', 'age - [60-70)', 'metformin - Steady', 'rosiglitazone - Steady')=>('readmitted - NO',)",0.591666666667,0.0028532390291,1.02136894439
"('gender - Male', 'age - [60-70)', 'metformin - Up')=>('readmitted - NO',)",0.609756097561,0.00100466162996,1.0525959578
"('gender - Male', 'age - [60-70)', 'pioglitazone - Steady')=>('readmitted - NO',)",0.592233009709,0.00735412313133,1.02234659824
"('gender - Male', 'age - [60-70)', 'pioglitazone - Steady', 'glipizide - Steady')=>('readmitted - NO',)",0.720930232558,0.00124578042115,1.24451112778
"('gender - Male', 'age - [60-70)', 'pioglitazone - Steady', 'glipizide - Steady', 'race - Caucasian')=>('readmitted - NO',)",0.74358974359,0.00116540749076,1.28362727572
"('gender - Male', 'age - [60-70)', 'pioglitazone - Steady', 'metformin - Steady')=>('readmitted - NO',)",0.670886075949,0.00212988265552,1.15812203357
"('gender - Male', 'age - [60-70)', 'pioglitazone - Steady', 'race - Caucasian')=>('readmitted - NO',)",0.587548638132,0.00606815624498,1.01426016728
"('gender - Male', 'age - [60-70)', 'race - AfricanAmerican', 'insulin - Down')=>('readmitted - NO',)",0.586206896552,0.00136633981675,1.01194397598
"('gender - Male', 'age - [60-70)', 'race - AfricanAmerican', 'metformin - Steady')=>('readmitted - NO',)",0.695652173913,0.00257193377271,1.20087469273
"('gender - Male', 'age - [60-70)', 'race - Caucasian', 'metformin - Steady')=>('readmitted - NO',)",0.623703703704,0.0169185018486,1.07667311571
"('gender - Male', 'age - [70-80)', 'glipizide - Steady', 'metformin - Steady')=>('readmitted - NO',)",0.603773584906,0.00257193377271,1.04226860123
